Zeitstempel: 18.9.2013 14:10:59
Signalquelle: Sample/Hold Verstärker
Modus: AM


Bemerkung: Durchlaufzeit 200s
FM
Frequenz 1500Hz
Richtung min->max
min Amplitude 0.01V
max Amplitude 0.40V

Amplitude in V	S/H-Signal in V
0,056861	0,195007
0,056922	0,188294
0,056983	0,157776
0,057044	0,199890
0,057105	0,197449
0,057166	0,197449
0,057227	0,180054
0,057287	0,171509
0,057348	0,184326
0,057409	0,181885
0,057470	0,181885
0,057531	0,184631
0,057592	0,173645
0,057653	0,162048
0,057714	0,164185
0,057775	0,182495
0,057836	0,164490
0,057897	0,148926
0,057958	0,156250
0,058019	0,157166
0,058080	0,171814
0,058141	0,165100
0,058202	0,159607
0,058263	0,159912
0,058323	0,161743
0,058384	0,155335
0,058445	0,130920
0,058506	0,164795
0,058567	0,164795
0,058628	0,119629
0,058689	0,131226
0,058750	0,145264
0,058811	0,146790
0,058872	0,132752
0,058933	0,137329
0,058994	0,103150
0,059055	0,122986
0,059116	0,125122
0,059177	0,140991
0,059238	0,131836
0,059298	0,119324
0,059359	0,136719
0,059420	0,133362
0,059481	0,123596
0,059542	0,119324
0,059603	0,113525
0,059664	0,113220
0,059725	0,136719
0,059786	0,145569
0,059847	0,139465
0,059908	0,105286
0,059969	0,104065
0,060030	0,138855
0,060091	0,117188
0,060152	0,126038
0,060213	0,126343
0,060273	0,121155
0,060334	0,125122
0,060395	0,101318
0,060456	0,120239
0,060517	0,120850
0,060578	0,122681
0,060639	0,146179
0,060700	0,077820
0,060761	0,078735
0,060822	0,085144
0,060883	0,081482
0,060944	0,086670
0,061005	0,086365
0,061066	0,084839
0,061127	0,086060
0,061187	0,091553
0,061248	0,063477
0,061309	0,063782
0,061370	0,051270
0,061431	0,057068
0,061492	0,066223
0,061553	0,043335
0,061614	0,044556
0,061675	0,076599
0,061736	0,052185
0,061797	0,057983
0,061858	0,058594
0,061919	0,050049
0,061980	0,036621
0,062041	0,054932
0,062102	0,015869
0,062162	0,017090
0,062223	0,063171
0,062284	0,050354
0,062345	0,038452
0,062406	-0,001221
0,062467	0,032044
0,062528	0,040588
0,062589	0,053406
0,062650	0,029907
0,062711	0,031128
0,062772	0,041504
0,062833	0,007019
0,062894	0,063782
0,062955	0,059509
0,063016	0,061646
0,063077	0,029907
0,063137	0,026245
0,063198	0,006714
0,063259	0,007935
0,063320	-0,003052
0,063381	0,044251
0,063442	0,021973
0,063503	0,036926
0,063564	0,035095
0,063625	0,010071
0,063686	-0,000915
0,063747	-0,000915
0,063808	-0,001831
0,063869	-0,009155
0,063930	-0,004883
0,063991	-0,003967
0,064052	-0,013733
0,064113	-0,014648
0,064173	0,005798
0,064234	-0,030823
0,064295	0,005188
0,064356	-0,010681
0,064417	-0,010986
0,064478	-0,018310
0,064539	-0,007629
0,064600	-0,053406
0,064661	-0,052490
0,064722	-0,021973
0,064783	-0,037842
0,064844	0,003662
0,064905	-0,009460
0,064966	-0,012817
0,065027	-0,045776
0,065087	-0,018921
0,065148	-0,040588
0,065209	-0,038147
0,065270	-0,065918
0,065331	-0,030212
0,065392	-0,025024
0,065453	-0,032349
0,065514	-0,032349
0,065575	-0,037537
0,065636	-0,082703
0,065697	-0,048523
0,065758	-0,047607
0,065819	-0,054016
0,065880	-0,071106
0,065941	-0,072021
0,066002	-0,016174
0,066062	-0,015259
0,066123	-0,069885
0,066184	-0,078430
0,066245	-0,056763
0,066306	-0,090027
0,066367	-0,091553
0,066428	-0,038147
0,066489	-0,055847
0,066550	-0,103760
0,066611	-0,103760
0,066672	-0,062561
0,066733	-0,080566
0,066794	-0,080566
0,066855	-0,093994
0,066916	-0,092773
0,066977	-0,086059
0,067037	-0,091553
0,067098	-0,115356
0,067159	-0,115356
0,067220	-0,085144
0,067281	-0,126038
0,067342	-0,083008
0,067403	-0,137939
0,067464	-0,137634
0,067525	-0,105591
0,067586	-0,089111
0,067647	-0,090942
0,067708	-0,090027
0,067769	-0,101318
0,067830	-0,099182
0,067891	-0,103760
0,067952	-0,082703
0,068013	-0,082703
0,068073	-0,093384
0,068134	-0,118103
0,068195	-0,128784
0,068256	-0,134277
0,068317	-0,135498
0,068378	-0,123291
0,068439	-0,159607
0,068500	-0,134277
0,068561	-0,133057
0,068622	-0,130920
0,068683	-0,138245
0,068744	-0,131225
0,068805	-0,155334
0,068866	-0,156860
0,068927	-0,184021
0,068987	-0,153809
0,069048	-0,161133
0,069109	-0,159912
0,069170	-0,138245
0,069231	-0,176086
0,069292	-0,121460
0,069353	-0,145264
0,069414	-0,145569
0,069475	-0,152893
0,069536	-0,144043
0,069597	-0,167541
0,069658	-0,164490
0,069719	-0,133667
0,069780	-0,156250
0,069841	-0,168152
0,069902	-0,170288
0,069962	-0,168457
0,070023	-0,183716
0,070084	-0,177002
0,070145	-0,159607
0,070206	-0,157165
0,070267	-0,183105
0,070328	-0,185242
0,070389	-0,182190
0,070450	-0,155334
0,070511	-0,154724
0,070572	-0,170593
0,070633	-0,198059
0,070694	-0,177612
0,070755	-0,176086
0,070816	-0,210571
0,070877	-0,223999
0,070938	-0,195923
0,070998	-0,225220
0,071059	-0,222778
0,071120	-0,192871
0,071181	-0,206299
0,071242	-0,188599
0,071303	-0,193481
0,071364	-0,183716
0,071425	-0,214233
0,071486	-0,241699
0,071547	-0,219116
0,071608	-0,217285
0,071669	-0,234680
0,071730	-0,213318
0,071791	-0,245361
0,071852	-0,230408
0,071913	-0,232849
0,071973	-0,231934
0,072034	-0,217285
0,072095	-0,216064
0,072156	-0,213928
0,072217	-0,265808
0,072278	-0,237732
0,072339	-0,260315
0,072400	-0,252380
0,072461	-0,250549
0,072522	-0,238342
0,072583	-0,227661
0,072644	-0,227356
0,072705	-0,223999
0,072766	-0,261536
0,072827	-0,245361
0,072888	-0,224914
0,072948	-0,249023
0,073009	-0,247497
0,073070	-0,240173
0,073131	-0,268249
0,073192	-0,227051
0,073253	-0,224609
0,073314	-0,252991
0,073375	-0,246582
0,073436	-0,235901
0,073497	-0,237732
0,073558	-0,236206
0,073619	-0,273743
0,073680	-0,263977
0,073741	-0,277710
0,073802	-0,253906
0,073862	-0,257263
0,073923	-0,231628
0,073984	-0,291138
0,074045	-0,282898
0,074106	-0,277710
0,074167	-0,284119
0,074228	-0,245972
0,074289	-0,262756
0,074350	-0,277405
0,074411	-0,278320
0,074472	-0,247497
0,074533	-0,260620
0,074594	-0,319824
0,074655	-0,281677
0,074716	-0,292969
0,074777	-0,242615
0,074838	-0,266724
0,074898	-0,283508
0,074959	-0,282288
0,075020	-0,289001
0,075081	-0,291748
0,075142	-0,292053
0,075203	-0,289612
0,075264	-0,276184
0,075325	-0,298767
0,075386	-0,286865
0,075447	-0,301208
0,075508	-0,299683
0,075569	-0,283203
0,075630	-0,315246
