Zeitstempel: 18.9.2013 14:14:57
Signalquelle: Sample/Hold Verstärker
Modus: AM


Bemerkung: Durchlaufzeit 100s
FM
Frequenz 1500Hz
Richtung min<-max
min Amplitude 0.01V
max Amplitude 0.40V

Amplitude in V	S/H-Signal in V
0.331872	0.015869
0.331811	0.049133
0.331750	0.031738
0.331689	-0.021973
0.331628	0.001831
0.331567	0.003052
0.331506	0.030212
0.331445	-0.019226
0.331384	-0.006714
0.331323	-0.006409
0.331263	0.015259
0.331202	0.000610
0.331141	0.045776
0.331080	0.052185
0.331019	0.051270
0.330958	-0.013428
0.330897	-0.002441
0.330836	0.026550
0.330775	0.005798
0.330714	0.010376
0.330653	0.004578
0.330592	0.027161
0.330531	0.027161
0.330470	0.026245
0.330409	0.024109
0.330348	0.031128
0.330288	0.017700
0.330227	0.018921
0.330166	0.013428
0.330105	-0.012207
0.330044	0.003357
0.329983	-0.016174
0.329922	-0.016174
0.329861	-0.021667
0.329800	0.036621
0.329739	0.028076
0.329678	0.012817
0.329617	0.010986
0.329556	0.039368
0.329495	0.002747
0.329434	0.061035
0.329373	0.057678
0.329313	0.004273
0.329252	0.011902
0.329191	0.026856
0.329130	0.046082
0.329069	0.045166
0.329008	0.018921
0.328947	0.010376
0.328886	0.032654
0.328825	0.032044
0.328764	0.026856
0.328703	0.032654
0.328642	0.035400
0.328581	0.019531
0.328520	0.019531
0.328459	-0.007629
0.328398	0.025330
0.328338	0.018921
0.328277	0.021362
0.328216	0.011597
0.328155	0.029297
0.328094	0.018005
0.328033	0.008545
0.327972	0.009766
0.327911	0.033569
0.327850	0.070191
0.327789	0.025330
0.327728	0.040588
0.327667	0.041504
0.327606	0.019837
0.327545	0.031433
0.327484	0.024719
0.327423	0.025330
0.327363	0.028992
0.327302	0.031433
0.327241	0.100098
0.327180	0.026856
0.327119	0.028381
0.327058	-0.005188
0.326997	0.007019
0.326936	0.048828
0.326875	0.050354
0.326814	0.069580
0.326753	0.019226
0.326692	0.034790
0.326631	0.023193
0.326570	0.024109
0.326509	0.024414
0.326448	0.075684
0.326387	0.035095
0.326327	0.052490
0.326266	0.049439
0.326205	0.009155
0.326144	0.042114
0.326083	0.035706
0.326022	0.037232
0.325961	0.055847
0.325900	0.034790
0.325839	0.039368
0.325778	0.031433
0.325717	0.031738
0.325656	0.040894
0.325595	0.053101
0.325534	-0.016479
0.325473	-0.015259
0.325413	0.048523
0.325352	0.057678
0.325291	0.058289
0.325230	0.028992
0.325169	0.028992
